paper_id,title,year,authors,venue,doi,url,publisher,source,cluster_id,cluster_label
s2:7a85b68dbbedb7103e6f570297a41eb399a6563a,"An Integrated Cybersecurity Defense Framework for Attack Intelligence Analysis, Counteraction, and Traceability in Complex Network Architectures",2025,Xiangyu Le; Hushuang Zeng,EAI Endorsed Transactions on Scalable Information Systems,10.4108/eetsis.9770,https://www.semanticscholar.org/paper/7a85b68dbbedb7103e6f570297a41eb399a6563a,IEEE,semantic_scholar,2,Unclassified (inspect top terms)
s2:e47eb092b5a1ac0d32c8bb8f28b0a28e4a9dcc7a,Mitigating Pakistan's Smog Crisis Through Predictive Modeling,2025,Javed Anjum Sheikh; Usman Javed Sheikh; F. Sheikh,AHFE International,10.54941/ahfe1006591,https://www.semanticscholar.org/paper/e47eb092b5a1ac0d32c8bb8f28b0a28e4a9dcc7a,Other,semantic_scholar,0,Unclassified (inspect top terms)
oa:W4414444156,"Generative AI of things for sustainable smart cities: Synergizing cognitive augmentation, resource efficiency, network traffic, cybersecurity, and anomaly detection for environmental performance",2025,Simon Elias Bibri; Jeffrey Huang,Sustainable Cities and Society,10.1016/j.scs.2025.106826,https://openalex.org/W4414444156,Elsevier (Scopus-indexed),openalex,0,Unclassified (inspect top terms)
s2:57d4ae122ece4507acacd096bf04a1636d8ffc01,Application of multivariate cumulative sum control charts for detecting cyber attacks,2025,S.D. Erokhin; B. Borisenko; A. Fadeev; D.A. Kryukov,Highly available systems,10.18127/j20729472-202502-07,https://www.semanticscholar.org/paper/57d4ae122ece4507acacd096bf04a1636d8ffc01,Other,semantic_scholar,2,Unclassified (inspect top terms)
s2:d0f7642de5cfdde3f04d0d35f0d436ba86f488a1,AI Driven Cyber Deception in FinTech: An Adaptive Defense Strategy,2025,Isaac Ojeh; Xavier-Lewis Palmer; Lucas Potter,International Conference on AI Research,10.34190/icair.5.1.4365,https://www.semanticscholar.org/paper/d0f7642de5cfdde3f04d0d35f0d436ba86f488a1,Other,semantic_scholar,2,Unclassified (inspect top terms)
oa:W4411554604,Enhancing cybersecurity: a semantic network analysis of MITRE ATT&amp;CK® techniques,2025,C. Matt Graham,Information and Computer Security,10.1108/ics-09-2024-0225,https://openalex.org/W4411554604,Other,openalex,2,Unclassified (inspect top terms)
s2:4e669b7a7fe0dcb4ae2f6e4c59bfe95db15e4bdb,The Integration of AI and blockchain technologies for secure data management in cybersecurity,2025,Nafisat Zajime Bako; Chidiebube Nelson Ozioko; Ismail Oluwasola Sanni; O. Oni,World Journal of Advanced Research and Reviews,10.30574/wjarr.2025.25.3.0784,https://www.semanticscholar.org/paper/4e669b7a7fe0dcb4ae2f6e4c59bfe95db15e4bdb,Other,semantic_scholar,0,Unclassified (inspect top terms)
oa:W4412675297,An approach for classifying sociotechnical attacks,2025,Олександр Григорович Корченко; Анна Корченко; Serhii Zybin; Кирило ДАВИДЕНКО,RADIOELECTRONIC AND COMPUTER SYSTEMS,10.32620/reks.2025.2.15,https://openalex.org/W4412675297,Other,openalex,0,Unclassified (inspect top terms)
s2:13b06b1effed22dc1d4617dc92285e312f9ce5d2,Evaluating the Impact of Cyberattacks on AI-Based Machine Vision Systems: A Case Study of Threaded Fasteners,2025,Vijayanth Tummala; Ankit Agarwal; A. Gill; Seung-Jin Lee; Laine Mears,Volume 2: Advanced Manufacturing,10.1115/imece2025-164156,https://www.semanticscholar.org/paper/13b06b1effed22dc1d4617dc92285e312f9ce5d2,Other,semantic_scholar,2,Unclassified (inspect top terms)
s2:2e47dfe5c1d0a06a8bacf09df41e9f7060e85773,Machine Learning in Cybersecurity: Threat Detection and Response,2025,T. R. Gadad; Varshitha R; Yoghana B K; Yumlembam Henba Singh,2025 1st International Conference on AIML-Applications for Engineering & Technology (ICAET),10.1109/ICAET63349.2025.10932275,https://www.semanticscholar.org/paper/2e47dfe5c1d0a06a8bacf09df41e9f7060e85773,IEEE,semantic_scholar,0,Unclassified (inspect top terms)
s2:57339fa8d4abba217ceff2d1e4444f7fdf474471,Forensics Investigation Framework for Advanced Threat Detection in Quantum-Era Networks,2025,O. Nyarko-Boateng; Isaac Kofi Nti; S. Boateng; Adebayo Felix Adekoya; B. Weyori; F. U. Bawah; P. Nimbe; Foster Yeboah; Henrietta Adjei Pokua,Indian Journal of Science and Technology,10.17485/ijst/v18i44.1401,https://www.semanticscholar.org/paper/57339fa8d4abba217ceff2d1e4444f7fdf474471,Other,semantic_scholar,2,Unclassified (inspect top terms)
s2:8f8c8c446f1b0f43b3b0a214f8254bafbe788d73,AI-Driven Threat Detection and Response,2025,Pietro Di Maria,Journal of Artificial Intelligence &amp; Cloud Computing,10.47363/jaicc/icaic2025/2025(4)5,https://www.semanticscholar.org/paper/8f8c8c446f1b0f43b3b0a214f8254bafbe788d73,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:732216a7711526f1b7dc8fabdfde0e0f552dca30,Probabilistic Deming Deep Recursive Network and Schmidt-Samoa Cryptosystem for Cyber Attack Detection and Secure Transmission in Wireless Networks,2025,Dr. B. Srinivasan,Communications on Applied Nonlinear Analysis,10.52783/cana.v32.4167,https://www.semanticscholar.org/paper/732216a7711526f1b7dc8fabdfde0e0f552dca30,Other,semantic_scholar,6,Unclassified (inspect top terms)
s2:3d359b72d008c0b1987895817ce77bbc716265f6,Inaugural Editorial of the Inspire Smart Systems First Issue Publication,2026,Nazeeruddin Mohammad,Inspire Smart Systems Journal,10.65718/inspiress.2026.3006,https://www.semanticscholar.org/paper/3d359b72d008c0b1987895817ce77bbc716265f6,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:d00b95daf69446f15d1eee453beff840af9c7c77,"The APT Paradox: Sophisticated Simplicity in Nation-state Cyber Operations (2024–2025), Trends, Detection Provenance, and Practical Gaps",2026,Raymond André Hagen,International Conference on Cyber Warfare and Security,10.34190/iccws.21.1.4404,https://www.semanticscholar.org/paper/d00b95daf69446f15d1eee453beff840af9c7c77,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:e1c6949320db0da8c52635f06fab1f10f486e40e,Cyber Operations and the Threshold for Cyber Warfare: Ethical and Anticipated Ethical Issues,2026,Richard Wilson; Noah Donnelly,International Conference on Cyber Warfare and Security,10.34190/iccws.21.1.4504,https://www.semanticscholar.org/paper/e1c6949320db0da8c52635f06fab1f10f486e40e,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:6af2a9ac0534bb86fb04360ce19bcd55405f2dd3,The Applicability of International Humanitarian Law to Cyber Operations: A Review of Russian and Western Approaches,2026,V. Kozyulin,Vestnik RUDN International Relations,10.22363/2313-0660-2026-26-1-62-76,https://www.semanticscholar.org/paper/6af2a9ac0534bb86fb04360ce19bcd55405f2dd3,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:3962ad5b34dc7c4c89b135dc982f6b9ea0b80455,Advancing Cyber Threat Detection through SIEM-Based Automation and MITRE ATT&CK Aligned Analytics: A Systematic Review,2026,Amarachi Franca Mgbemele,Asian Journal of Research in Computer Science,10.9734/ajrcos/2026/v19i1816,https://www.semanticscholar.org/paper/3962ad5b34dc7c4c89b135dc982f6b9ea0b80455,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:85aaa4dbacdd61872d6478fffce536d3b9659782,Rethinking Online Smart Contract Diagnosis in Blockchains: A Diffusion Perspective,2026,Qinnan Hu; Yuntao Wang; Zhou Su; T. Luan; Ruidong Li; Zhenyu Jiang,IEEE Transactions on Networking,10.1109/TON.2025.3597004,https://www.semanticscholar.org/paper/85aaa4dbacdd61872d6478fffce536d3b9659782,IEEE,semantic_scholar,4,Unclassified (inspect top terms)
s2:a75d0992a1c333c3e921db521f564a1f10cba4b7,Theoretical Foundations and Architectural Evolution of Cyberspace Endogenous Security: A Comprehensive Survey,2026,Heming Zhang; Jian Li; Hong Wang; Shizhong Xu; H. Yang; Haitao Wu,Applied Sciences,10.3390/app16041689,https://www.semanticscholar.org/paper/a75d0992a1c333c3e921db521f564a1f10cba4b7,MDPI,semantic_scholar,2,Unclassified (inspect top terms)
s2:e1687ac26be287a0fe54ff45ad158d28a886b943,Enhancing Cybersecurity Resilience through AI-Driven Threat Detection and Automated Incident Response in Modern Networks,2026,Putha Sateesh Kumar,International Journal for Research in Applied Science and Engineering Technology,10.22214/ijraset.2026.77572,https://www.semanticscholar.org/paper/e1687ac26be287a0fe54ff45ad158d28a886b943,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:9cc6c5770bfac687318dc88d71e756f849126733,Bridging Observability and Security: A Graph-Based Arbitration and Adaptive Sensing Approach via eBPF,2026,Heng Ran; Chuanping Hu; Zhuang Yan,IEEE Access,10.1109/ACCESS.2026.3658370,https://www.semanticscholar.org/paper/9cc6c5770bfac687318dc88d71e756f849126733,IEEE,semantic_scholar,2,Unclassified (inspect top terms)
s2:7d7d83fb0850af859b3c87b4c0cbe8b69a5f6717,Enhancing Cybersecurity Postures Using Machine Learning,2026,K. Rajkiran; D. N. Babu; D. Deepika; P. Reddy; C. Jagadeesh,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,10.55041/ijsrem58644,https://www.semanticscholar.org/paper/7d7d83fb0850af859b3c87b4c0cbe8b69a5f6717,Other,semantic_scholar,2,Unclassified (inspect top terms)
s2:03e75c7118cdf83e24d9986b7bf9519356b9d525,Doctrine-to-Deployment: Role of Advanced Persistent Threats in Russia’s “Information Confrontation” Doctrine,2026,Elia Gelati; Luigi Martino,International Conference on Cyber Warfare and Security,10.34190/iccws.21.1.4411,https://www.semanticscholar.org/paper/03e75c7118cdf83e24d9986b7bf9519356b9d525,Other,semantic_scholar,6,Unclassified (inspect top terms)
s2:eef50c069626f58246148aebf4980811b9f242b4,NEW CYBERSECURITY CHALLENGES IN AVIATION INDUSTRY,2026,Tomislav Tuntev; Gjorgji Alceski,Security Dialogues /Безбедносни дијалози,10.47054/sd25259t,https://www.semanticscholar.org/paper/eef50c069626f58246148aebf4980811b9f242b4,Other,semantic_scholar,0,Unclassified (inspect top terms)
s2:8967d1c7d29785b24f83486162d1b7c4716d9ad5,Performance Analysis of DM JL Forksheet-NCFET Biosensor With ML-Driven LoD Analysis,2026,N. Gandhi; P. N. Kondekar,IEEE transactions on dielectrics and electrical insulation,10.1109/TDEI.2025.3610584,https://www.semanticscholar.org/paper/8967d1c7d29785b24f83486162d1b7c4716d9ad5,IEEE,semantic_scholar,2,Unclassified (inspect top terms)
s2:80c3e44e7d80b55f6027a870efd52da07dc3c825,Multi-Perspective Security Risk Assessment for APT Attacks in CPS Environments,2026,Sihn-Hye Park; Seok-Won Lee,IEEE Access,10.1109/ACCESS.2026.3670930,https://www.semanticscholar.org/paper/80c3e44e7d80b55f6027a870efd52da07dc3c825,IEEE,semantic_scholar,0,Unclassified (inspect top terms)
s2:0aeff6b269c4ad00a69e8ad6142f34f41b115ff0,"Machine Learning for Identifying Deepfake-Driven Identity Abuse, Authentication Evasion, and Customer Impersonation in U.S. Banking",2026,Yusuf Oli Rahat; Md Kamrul Islam; Shah Farhan Rabbani,Frontiers in Computer Science and Artificial Intelligence,10.32996/fcsai.2026.4.3.7x,https://www.semanticscholar.org/paper/0aeff6b269c4ad00a69e8ad6142f34f41b115ff0,Other,semantic_scholar,0,Unclassified (inspect top terms)
oa:W7124423884,CTI-Thinker: an LLM-driven system for CTI knowledge graph construction and attack reasoning,2026,Xiuzhang Yang; Ruijie Zhong; Yuling Chen; Guojun Peng; Di Yao; Chaofan Chen; Cheng Wang; Dongni Zhang; Yu Zhou; Zixuan Yang,Cybersecurity,10.1186/s42400-025-00505-y,https://openalex.org/W7124423884,Other,openalex,2,Unclassified (inspect top terms)
